朵唯宇钧汇专卖店,//detail.tmall.com/item.htm?id=606758414950&skuId=4267467297561&standard=1&user_id=2201509551154&cat_id=2&is_b=1&rn=f8d63a308e625e29d7849be908cb5adc,DOOV/朵唯20190808,689.00,332
小辣椒搜客专卖店,//detail.tmall.com/item.htm?id=607403098573&skuId=4468274554711&standard=1&user_id=2206521065189&cat_id=2&is_b=1&rn=f8d63a308e625e29d7849be908cb5adc,小辣椒小辣椒P60,799.00,703
优源数码专营店,//detail.tmall.com/item.htm?id=589530440234&skuId=4494863303635&standard=1&user_id=1740729405&cat_id=2&is_b=1&rn=f8d63a308e625e29d7849be908cb5adc,DOOV/朵唯L525,599.00,194
小米官方旗舰店,//detail.tmall.com/item.htm?id=608604219796&skuId=4283384984149&standard=1&user_id=1714128138&cat_id=2&is_b=1&rn=f8d63a308e625e29d7849be908cb5adc,Xiaomi/小米RedmiK305G,2199.00,17000.0
虫马虫义数码专营店,//detail.tmall.com/item.htm?id=610660735130&skuId=4464035903038&standard=1&user_id=2200692104853&cat_id=2&is_b=1&rn=f8d63a308e625e29d7849be908cb5adc,Apple/苹果iPhone7,2899.00,667
ZTE中兴官方旗舰店,//detail.tmall.com/item.htm?id=604322191258&skuId=4449029487794&standard=1&user_id=2765414748&cat_id=2&is_b=1&rn=f8d63a308e625e29d7849be908cb5adc,ZTE/中兴ZTEA7010,699.00,276
锦万数码专营,//detail.tmall.com/item.htm?id=606524331004&skuId=4419661695126&standard=1&user_id=746181913&cat_id=2&is_b=1&rn=f8d63a308e625e29d7849be908cb5adc,Coolpad/酷派cool9酷派COOL9双卡双待4G全网通手机,599.00,2970
中国移动手机官方旗舰店,//detail.tmall.com/item.htm?id=612616159994&skuId=4479623766853&standard=1&user_id=713805254&cat_id=2&is_b=1&rn=f8d63a308e625e29d7849be908cb5adc,Xiaomi/小米小米10Pro,5499.00,16000.0
多亲旗舰店,//detail.tmall.com/item.htm?id=602754883341&skuId=4216001532261&standard=1&user_id=2201255173898&cat_id=2&is_b=1&rn=f8d63a308e625e29d7849be908cb5adc,多亲QIN2,599.00,446
koobee手机旗舰店,//detail.tmall.com/item.htm?id=607604705305&skuId=4435346866811&user_id=1112551857&cat_id=2&is_b=1&rn=f8d63a308e625e29d7849be908cb5adc,koobee/酷比Y3,658.00,1859
异维数码专营店,//detail.tmall.com/item.htm?id=602145982271&skuId=4442304399729&standard=1&user_id=1995704611&cat_id=2&is_b=1&rn=f8d63a308e625e29d7849be908cb5adc,Philips/飞利浦E518,489.00,697
小米官方旗舰店,//detail.tmall.com/item.htm?id=612634252693&skuId=4499396935902&standard=1&user_id=1714128138&cat_id=2&is_b=1&rn=f8d63a308e625e29d7849be908cb5adc,Xiaomi/小米RedmiK30Pro,3399.00,12000.0
ktouch天语众鑫世纪专卖店,//detail.tmall.com/item.htm?id=606562074631&skuId=4252373005405&standard=1&user_id=2452947959&cat_id=2&is_b=1&rn=f8d63a308e625e29d7849be908cb5adc,K-Touch/天语M16,649.00,236
佳宁数码专营店,//detail.tmall.com/item.htm?id=610096895650&skuId=4453980802270&standard=1&user_id=369979583&cat_id=2&is_b=1&rn=f8d63a308e625e29d7849be908cb5adc,Gionee/金立K35000mAh大电池6.2英寸水滴屏,899.00,292
