苏宁易购官方旗舰店,//detail.tmall.com/item.htm?id=605258110430&skuId=4266775277497&areaId=410500&standard=1&user_id=2616970884&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,Apple/苹果iPhone11,5999.00,150000.0
苏宁易购官方旗舰店,//detail.tmall.com/item.htm?id=606336930383&skuId=4309883316687&areaId=410500&standard=1&user_id=2616970884&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,HUAWEIHuaweiMate30Pro5G,6399.00,49000.0
华为官方旗舰店,//detail.tmall.com/item.htm?id=589815124915&skuId=4042057565361&areaId=410500&standard=1&user_id=2838892713&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,HUAWEIHUAWEIP30PRO,4488.00,14000.0
小米官方旗舰店,//detail.tmall.com/item.htm?id=600630289146&skuId=4208790576546&areaId=410500&standard=1&user_id=1714128138&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,Xiaomi/小米RedmiNote84800万超清四摄高通骁龙665,1099.00,82000.0
三星官方旗舰店,//detail.tmall.com/item.htm?id=587770474543&skuId=4313218293375&areaId=410500&standard=1&user_id=370627083&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,Samsung/三星GalaxyS10+SM-G9750超感观全视屏、超声波屏下指纹,5099.00,1094
华为官方旗舰店,//detail.tmall.com/item.htm?id=605867145401&skuId=4414626954161&areaId=410500&standard=1&user_id=2838892713&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,HUAWEInova5z,1599.00,43000.0
vivo官方旗舰店,//detail.tmall.com/item.htm?id=604849700751&skuId=4488173891373&areaId=410500&standard=1&user_id=883737303&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,vivoiQOONeo855,2298.00,22000.0
OPPO官方旗舰店,//detail.tmall.com/item.htm?id=603070922282&skuId=4420793127771&areaId=410500&standard=1&user_id=901409638&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,OPPOK5,1899.00,29000.0
vivo官方旗舰店,//detail.tmall.com/item.htm?id=599251658651&skuId=4330028301107&areaId=410500&standard=1&user_id=883737303&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,vivoZ5,1798.00,29000.0
荣耀官方旗舰店,//detail.tmall.com/item.htm?id=594834276618&skuId=4487745314467&areaId=410500&standard=1&user_id=1114511827&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,honor/荣耀荣耀20pro,2299.00,33000.0
荣耀官方旗舰店,//detail.tmall.com/item.htm?id=608819507503&skuId=4497739222017&areaId=410500&standard=1&user_id=1114511827&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,honor/荣耀荣耀V30Pro,3999.00,11000.0
小米官方旗舰店,//detail.tmall.com/item.htm?id=608384662277&skuId=4287056729082&areaId=410500&standard=1&user_id=1714128138&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,Xiaomi/小米RedmiK30,1699.00,35000.0
翼天下天翼电信旗舰店,//detail.tmall.com/item.htm?id=577485989656&skuId=3814062988261&areaId=410500&standard=1&user_id=751075004&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,Apple/苹果iPhoneXSMax配备A12仿生芯片.支持双卡,5799.00,4112
京合旗舰店,//detail.tmall.com/item.htm?id=605943470549&skuId=4320470601348&areaId=410500&standard=1&user_id=2088045547&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,HUAWEI华为畅享10,899.00,54000.0
OPPO官方旗舰店,//detail.tmall.com/item.htm?id=602613660417&skuId=4405281055077&areaId=410500&standard=1&user_id=901409638&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,OPPORenoAce,3199.00,9566
京合旗舰店,//detail.tmall.com/item.htm?id=601705180999&skuId=4499346768000&areaId=410500&standard=1&user_id=2088045547&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,HUAWEI华为畅享10plus,1968.00,53000.0
中国移动官方旗舰店,//detail.tmall.com/item.htm?id=602206696207&skuId=4319658576339&areaId=410500&standard=1&user_id=1776456424&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,Apple/苹果iPhone11Pro,8128.00,6525
三星官方旗舰店,//detail.tmall.com/item.htm?id=606826111503&skuId=4420229850220&areaId=410500&standard=1&user_id=370627083&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,Samsung/三星GalaxyFoldSM-F9000,15998.00,138
翼天下天翼电信旗舰店,//detail.tmall.com/item.htm?id=580003475920&skuId=4444875694981&areaId=410500&standard=1&user_id=751075004&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,Apple/苹果iPhoneXR,4569.00,12000.0
vivo天诚专卖店,//detail.tmall.com/item.htm?id=602618770018&skuId=4487701210531&areaId=410500&standard=1&user_id=697028616&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,vivoNEX35G即将上市加购抽NEX3手机,5298.00,422
信息港数码专营店,//detail.tmall.com/item.htm?id=606209656084&skuId=4424188959782&areaId=410500&standard=1&user_id=2201438992231&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,Xiaomi/小米RedmiK20Pro尊享版骁龙855Plus处理器大容量大内存,3099.00,659
博海宇通数码专营店,//detail.tmall.com/item.htm?id=583757936542&skuId=3939268509009&areaId=410500&standard=1&user_id=1963544026&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,HUAWEI畅享96.26英寸珍珠屏AI长续航,848.00,10000.0
连盛数码专营店,//detail.tmall.com/item.htm?id=607390476199&skuId=4268653473895&areaId=410500&standard=1&user_id=2201415337596&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,Xiaomi/小米小米9,3058.00,617
久汇数码专营店,//detail.tmall.com/item.htm?id=595788307031&skuId=4439198042829&areaId=410500&standard=1&user_id=1659902905&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,HUAWEI华为畅享9e,769.00,21000.0
三际数码官方旗舰店,//detail.tmall.com/item.htm?id=576304458649&skuId=4327212026523&areaId=410500&standard=1&user_id=268451883&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,honor/荣耀荣耀8X,1349.00,3294
三际数码官方旗舰店,//detail.tmall.com/item.htm?id=606494648799&skuId=4429656914015&areaId=410500&standard=1&user_id=268451883&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,Xiaomi/小米小米CC9PRO,2599.00,3026
旭翼数码专营店,//detail.tmall.com/item.htm?id=601269106462&skuId=4401892134050&areaId=410500&standard=1&user_id=682299517&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,HUAWEIHUAWEIMate20X(5G)5G.大屏,4099.00,283
一加创华威专卖店,//detail.tmall.com/item.htm?id=605477484596&skuId=4246808537686&areaId=410500&standard=1&user_id=2432146763&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,OnePlus/一加HD1900,3199.00,3438
深蓝港数码旗舰店,//detail.tmall.com/item.htm?id=588744988537&skuId=4034648040125&areaId=410500&standard=1&user_id=2215302589&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,HUAWEInova4e3200万立体美颜.让本色更出色,1799.00,5590
中国移动官方旗舰店,//detail.tmall.com/item.htm?id=598125723296&skuId=4325264876630&areaId=410500&standard=1&user_id=1776456424&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,Xiaomi/小米小米CC9,2299.00,2773
vivo衡视专卖店,//detail.tmall.com/item.htm?id=609317899740&skuId=4461336355528&areaId=410500&standard=1&user_id=2074230553&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,vivoX30,3298.00,12000.0
和来达数码专营店,//detail.tmall.com/item.htm?id=597343975159&skuId=4324592971297&areaId=410500&standard=1&user_id=1730436394&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,HUAWEI畅享9PLUS6.5英寸全面屏1600万四摄,849.00,16000.0
魅族官方旗舰店,//detail.tmall.com/item.htm?id=606547898634&skuId=4479628590028&areaId=410500&standard=1&user_id=1695308781&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,Meizu/魅族16T,2299.00,6945
创汇通达数码旗舰店,//detail.tmall.com/item.htm?id=601378225099&skuId=4379130179886&areaId=410500&standard=1&user_id=3063905773&cat_id=2&is_b=1&rn=a8895594f83c97da7865e6828b2faeaa,Xiaomi/小米小米CC9E,1399.00,1569
